id,type,owner,reporter,milestone,status,resolution,summary,description,PosixTime,ModifiedTime,priority
38,defect,,taa,v1.1.1,closed,fixed,Hwloc build errors on SPARC Solaris with native compiler,"Attempting a build on Solaris 10 with Sun compiler tools v 5.9, configured with:
/configure --target=sparc-sun-solaris2.10 --prefix=.../hwloc-sparc --enable-debug=no --disable-xml --disable-cairo --disable-visibility CC=""cc -xc99=all"" CXX=""CC"" CFLAGS=""-m64"" CXXFLAGS=""-m64"" LDFLAGS=""""

hwloc_have_cpuid() was undefined (and referenced), as was hwloc_cpuid(). I couldn't find a configuration option that would fix this, so ended up changing include/private/cpuid.h as shown in the attachment. The config.h comes up with HWLOC_HAVE_CPUID=1.
",1293993651,1356164201,normal
39,enhancement,,sthibaul,v1.5,closed,fixed,function to get the current cpu number,"It can be useful to know where a thread is currently actually executing. Of course, the information may be outdated shortly after being returned, but that's still useful to monitoring applications.

",1296783404,1356164513,normal
40,enhancement,,bgoglin,v1.2,closed,fixed,hwloc-calc hierarchical output formatting,"From http://www.open-mpi.org/community/lists/hwloc-users/2011/02/0276.php

hwloc-calc may currently convert anything into a list of objects given as type:index. The above message suggests that it may be useful to report as type1:index1.type2:index2 but there is no easy to guess what type1 and type2 should be (and the user may want more levels).

So maybe do hwloc-calc --ho socket,core to report a hierarchical output as socket:X.core:Y

If multiple cores are included in the input, just append another socket:T.core:Z string.

If the input is smaller than a single core, two solutions:
* socket:X.core:Y.L1Cache:Z
* socket:X.core:Y and specify in the doc that the output may be larger than the input
",1297588512,1356164485,normal
41,enhancement,bgoglin,bgoglin,v1.5,closed,fixed,"convert between ""L2cache""-like string and (type,depth) and actual depth within the tree","We usually cannot currently convert between a type and a depth if the type is cache or group because we ignore the corresponding depth attribute. People have to manually handle the HWLOC_TYPE_DEPTH_MULTIPLE.

Since r3255, hwloc-calc uses this internally:
  int hwloc_obj_type_sscanf(const char *string, hwloc_obj_type_t *typep, unsigned *depthattrp)
It could be added to the public interface. But we need to make sure that unsigned depthattr is the only object attribute that may ever appear in the complete type name. It currently works for L2Cache and Group3. I don't know what else we could ever have.

Then, we could have something converting between (hwloc_obj_type_t type, unsigned depthattr) and an actual depth in the tree (unsigned depth). But we need good names for these. We already have get_type_depth and get_depth_type. Maybe this:

int hwloc_get_type_depthattr_depth(topology, type, depthattr, &depth);
int hwloc_get_depth_type_depthattr(topology, depth, &type, &depthattr);

Ticket #50 talks about adding instruction caches to hwloc, it would then be needed in the aforementioned function. depthattr may then become a union containing an int for groups (depth) and two ints for cache (depth + cachetype).
",1299651092,1331904084,normal
42,defect,,jsquyres,,closed,wontfix,hwloc fails to link with gcc >= 4.3 with -fexceptions,"Initially reported by LANL on the OMPI trac (https://svn.open-mpi.org/trac/ompi/ticket/2778), I have similar linking problems if I use a hand-installed gcc 4.5 on RHEL5.  Notes:

 * Happens with hand-install gcc 4.5 on RHEL5, but not the built-in gcc 4.1
 * Happens with hwloc 1.1.2, but not with hwloc 1.2 or trunk

Here's the specific link failure I get if I compile hwloc by itself (i.e., not as part of OMPI):

{{{
[11:36] svbu-mpi:~/svn/hwloc-1.1 % ./configure CFLAGS=-fexceptions
...lots of output...
[11:36] svbu-mpi:~/svn/hwloc-1.1 % make
Making all in src
make[1]: Entering directory `/home/jsquyres/svn/hwloc-1.1/src'
  CC     topology.lo
  CC     traversal.lo
  CC     topology-synthetic.lo
  CC     bind.lo
  CC     cpuset.lo
  CC     misc.lo
  CC     topology-xml.lo
  CC     topology-linux.lo
  CC     topology-x86.lo
  CCLD   libhwloc.la
.libs/traversal.o: In function `__pthread_cleanup_routine':
traversal.c:(.text+0x0): multiple definition of `__pthread_cleanup_routine'
.libs/topology.o:topology.c:(.text+0x0): first defined here
.libs/topology-synthetic.o: In function `__pthread_cleanup_routine':
topology-synthetic.c:(.text+0x0): multiple definition of `__pthread_cleanup_routine'
.libs/topology.o:topology.c:(.text+0x0): first defined here
.libs/bind.o: In function `__pthread_cleanup_routine':
bind.c:(.text+0x0): multiple definition of `__pthread_cleanup_routine'
.libs/topology.o:topology.c:(.text+0x0): first defined here
.libs/cpuset.o: In function `__pthread_cleanup_routine':
cpuset.c:(.text+0x0): multiple definition of `__pthread_cleanup_routine'
.libs/topology.o:topology.c:(.text+0x0): first defined here
.libs/misc.o: In function `__pthread_cleanup_routine':
misc.c:(.text+0x0): multiple definition of `__pthread_cleanup_routine'
.libs/topology.o:topology.c:(.text+0x0): first defined here
.libs/topology-xml.o: In function `__pthread_cleanup_routine':
topology-xml.c:(.text+0x0): multiple definition of `__pthread_cleanup_routine'
.libs/topology.o:topology.c:(.text+0x0): first defined here
.libs/topology-linux.o: In function `__pthread_cleanup_routine':
topology-linux.c:(.text+0x0): multiple definition of `__pthread_cleanup_routine'
.libs/topology.o:topology.c:(.text+0x0): first defined here
.libs/topology-x86.o: In function `__pthread_cleanup_routine':
topology-x86.c:(.text+0x0): multiple definition of `__pthread_cleanup_routine'
.libs/topology.o:topology.c:(.text+0x0): first defined here
collect2: ld returned 1 exit status
make[1]: *** [libhwloc.la] Error 1
make[1]: Leaving directory `/home/jsquyres/svn/hwloc-1.1/src'
make: *** [all-recursive] Error 1
}}}

Need to investigate this more to see if it's worthwhile to issue a 1.1.3 or not.",1303756718,1303757646,normal
43,enhancement,,bgoglin,Future,new,,throughput distance matrix,"Add a throughput matrix on the side of the existing latency one (basically the same behavior except that the grouping code looks at maximum instead of mininum values). set_distance() doesn't have a latency/throughput parameter. So we will look at the matrix to find out if it's throughput (diagonal is maximum) or latency (all other cases)

If we rework the distance API because of tickets #48, #67 and #68, it might be good to add a parameter specifying if the given matrice is latency/throughput/number-of-hops/...",1303894202,1336507096,normal
44,defect,jsquyres,jsquyres,v1.2.1,closed,fixed,"""./configure --enable-xml"" doesn't fail if XML can't be built","Andreas Kupries noticed that if you configure hwloc with:

{{{
./configure --enable-xml ...
}}}

but configure fails to find XML support, it'll still continue and just give you an hwloc without XML support.

This violates the Law of Least Astonishment.  If someone asks for --enable-<foo> and configure fails to find the Right Stuff for <foo>, then configure should abort.

--enable-xml is definitely broken in this regard; the other --enable-<foo> and --with-<foo> options should be checked for this kind of behavior as well.",1308076090,1356164382,normal
45,defect,,cs,v1.2.1,closed,fixed,"hwloc-ps core dump on Altix, with CPU set interactions","hwloc 1.2's hwloc-ps dumps core when executed from a user's non-root
CPU set:

{{{
cs@altix-02$ cat /proc/self/cpuset
/
cs@altix-02$ hwloc-ps
cs@altix-02$ echo $$ | sudo cpuset -a /test
cpuset: attached one pid to cpuset </test>
cs@altix-02$ cat /proc/self/cpuset
/test
cs@altix-02$ hwloc-ps
Segmentation fault (core dumped)
}}}

After rebuilding hwloc-1.2 for debugging, here's what I learned
with gdb:

{{{
cs@altix-02$ gdb /usr/local/bin/hwloc-ps
GNU gdb 6.2.1
Copyright 2004 Free Software Foundation, Inc.
GDB is free software, covered by the GNU General Public License, and you are
welcome to change it and/or distribute copies of it under certain conditions.
Type ""show copying"" to see the conditions.
There is absolutely no warranty for GDB.  Type ""show warranty"" for details.
This GDB was configured as ""ia64-suse-linux""...Using host libthread_db library ""/lib/tls/libthread_db.so.1"".

(gdb) run
Starting program: /usr/local/bin/hwloc-ps 

Program received signal SIGSEGV, Segmentation fault.
hwloc_obj_type_snprintf (string=0x60000fffffffad00 ""Machine"", size=64, 
    obj=0x0, verbose=1) at traversal.c:188
188       hwloc_obj_type_t type = obj->type;
(gdb) bt
#0  hwloc_obj_type_snprintf (string=0x60000fffffffad00 ""Machine"", size=64, 
    obj=0x0, verbose=1) at traversal.c:188
#1  0x4000000000002c20 in main (argc=1, argv=0x60000fffffffb1a8)
    at hwloc-ps.c:144
(gdb) up
#1  0x4000000000002c20 in main (argc=1, argv=0x60000fffffffb1a8)
    at hwloc-ps.c:144
144             hwloc_obj_type_snprintf(type, sizeof(type), obj, 1);
(gdb) list 140
135           hwloc_bitmap_asprintf(&cpuset_str, cpuset);
136           printf(""%s"", cpuset_str);
137         } else {
138           hwloc_bitmap_t remaining = hwloc_bitmap_dup(cpuset);
139           int first = 1;
140           while (!hwloc_bitmap_iszero(remaining)) {
141             char type[64];
142             unsigned idx;
143             hwloc_obj_t obj = hwloc_get_first_largest_obj_inside_cpuset(topology, remaining);
144             hwloc_obj_type_snprintf(type, sizeof(type), obj, 1);
(gdb) print topology
$1 = 0x6000000000008010
(gdb) print *topology
$2 = {nb_levels = 3, next_group_depth = 0, level_nbobjects = {1, 2, 1, 
    0 <repeats 125 times>}, levels = {0x60000000000090d0, 0x600000000000ab70, 
    0x600000000000acc0, 0x0 <repeats 125 times>}, flags = 0, type_depth = {0, 
    0, 1, -1, -1, -1, 2, -1, -1}, ignored_types = {HWLOC_IGNORE_TYPE_NEVER, 
    HWLOC_IGNORE_TYPE_NEVER, HWLOC_IGNORE_TYPE_NEVER, HWLOC_IGNORE_TYPE_NEVER, 
    HWLOC_IGNORE_TYPE_NEVER, HWLOC_IGNORE_TYPE_NEVER, HWLOC_IGNORE_TYPE_NEVER, 
    HWLOC_IGNORE_TYPE_KEEP_STRUCTURE, HWLOC_IGNORE_TYPE_NEVER}, 
  is_thissystem = 1, is_loaded = 1, pid = 0, 
  set_thisproc_cpubind = 0x200000000003ca38 <local+7656>, 
  get_thisproc_cpubind = 0x200000000003c868 <local+7192>, 
  set_thisthread_cpubind = 0x200000000003c878 <local+7208>, 
  get_thisthread_cpubind = 0x200000000003c888 <local+7224>, 
  set_proc_cpubind = 0x200000000003ca28 <local+7640>, 
  get_proc_cpubind = 0x200000000003c858 <local+7176>, set_thread_cpubind = 0, 
  get_thread_cpubind = 0, 
  get_thisproc_last_cpu_location = 0x200000000003c8a8 <local+7256>, 
  get_thisthread_last_cpu_location = 0x200000000003c8b8 <local+7272>, 
  get_proc_last_cpu_location = 0x200000000003ca58 <local+7688>, 
  set_thisproc_membind = 0, get_thisproc_membind = 0, 
  set_thisthread_membind = 0x200000000003c8e8 <local+7320>, 
  get_thisthread_membind = 0x200000000003c8f8 <local+7336>, 
  set_proc_membind = 0, get_proc_membind = 0, 
  set_area_membind = 0x200000000003c8c8 <local+7288>, get_area_membind = 0, 
  alloc = 0x200000000003c828 <local+7128>, 
  alloc_membind = 0x200000000003c8d8 <local+7304>, 
  free_membind = 0x200000000003c808 <local+7096>, support = {
    discovery = 0x6000000000009070, cpubind = 0x6000000000009090, 
    membind = 0x60000000000090b0}, os_distances = {{nbobjs = 0, indexes = 0x0, 
      objs = 0x0, distances = 0x0}, {nbobjs = 0, indexes = 0x0, objs = 0x0, 
      distances = 0x0}, {nbobjs = 2, indexes = 0x6000000000009700, 
      objs = 0x60000000000096c0, distances = 0x60000000000096e0}, {nbobjs = 0, 
      indexes = 0x0, objs = 0x0, distances = 0x0}, {nbobjs = 0, indexes = 0x0, 
      objs = 0x0, distances = 0x0}, {nbobjs = 0, indexes = 0x0, objs = 0x0, 
      distances = 0x0}, {nbobjs = 0, indexes = 0x0, objs = 0x0, 
      distances = 0x0}, {nbobjs = 0, indexes = 0x0, objs = 0x0, 
      distances = 0x0}, {nbobjs = 0, indexes = 0x0, objs = 0x0, 
      distances = 0x0}}, backend_type = HWLOC_BACKEND_SYSFS, backend_params = {
    sysfs = {root_path = 0x0, root_fd = -1}, synthetic = {arity = {0, 0, 
        4294967295, 0 <repeats 125 times>}, type = {
        HWLOC_OBJ_SYSTEM <repeats 128 times>}, id = {0 <repeats 128 times>}, 
      depth = {0 <repeats 128 times>}}}}
(gdb) print remaining
$3 = 0x6000000000009da0
(gdb) print *remaining
$4 = {ulongs_count = 1, ulongs_allocated = 8, ulongs = 0x600000000000b120, 
  infinite = 0}
(gdb) break hwloc_get_first_largest_obj_inside_cpuset
Breakpoint 1 at 0x4000000000003092: file helper.h, line 234.
(gdb) run
The program being debugged has been started already.
Start it from the beginning? (y or n) y

Starting program: /usr/local/bin/hwloc-ps 

Breakpoint 1, hwloc_get_first_largest_obj_inside_cpuset (
    topology=0x6000000000008010, set=0x6000000000009da0) at helper.h:234
234       hwloc_obj_t obj = hwloc_get_root_obj(topology);
(gdb) next
236       if (!hwloc_bitmap_intersects(obj->cpuset, set))
(gdb) next
237         return NULL;
(gdb) break hwloc_bitmap_intersects
Breakpoint 2 at 0x2000000000076ee2: file cpuset.c, line 895.
(gdb) delete 1
(gdb) run
The program being debugged has been started already.
Start it from the beginning? (y or n) y

Starting program: /usr/local/bin/hwloc-ps 

Breakpoint 2, hwloc_bitmap_intersects (set1=0x6000000000009890, 
    set2=0x6000000000009650) at cpuset.c:895
895             for(i=0; i<set1->ulongs_count || i<set2->ulongs_count; i++)
(gdb) print *set1
$5 = {ulongs_count = 1, ulongs_allocated = 8, ulongs = 0x60000000000098b0, 
  infinite = 0}
(gdb) print *set2
$6 = {ulongs_count = 1, ulongs_allocated = 8, ulongs = 0x6000000000009670, 
  infinite = 0}
(gdb) next
896                     if ((HWLOC_SUBBITMAP_READULONG(set1, i) & HWLOC_SUBBITMAP_READULONG(set2, i)) != HWLOC_SUBBITMAP_ZERO)
(gdb) next
895             for(i=0; i<set1->ulongs_count || i<set2->ulongs_count; i++)
(gdb) next
899             if (set1->infinite && set2->infinite)
(gdb) next
902             return 0;
}}}",1309216393,1356164793,normal
46,enhancement,,bgoglin,v1.4,closed,fixed,support get_area_membind on Linux,"Do get_mempolicy (with MPOL_F_ADDR) on each virtual page in the area and combine the result. This should work because get_mempolicy seems to only look at VMA mempolicy (not at current task policy) in this case.

Requested by Alfredo Buttari.",1309937242,1314090065,normal
47,enhancement,,sthibaul,Future,new,,Add servet/LMbench backends for benchmark-based detection,"http://servet.des.udc.es
http://lmbench.sourceforge.net/whatis_lmbench.html

Could use the grouping code with relaxed comparison functions
",1313540841,1396298193,normal
48,enhancement,,bgoglin,Future,new,,distances vs multinode,"Some user want distances in multinode topologies.

1) It's currently disabled because we use cpusets/nodesets to find/create a common ancestor where the matrix is attached. Multinode objects have no cpusets/nodesets.

One way to solve this would be to add a hostset or machineset bitmap to each object to identify the hosts/machines it corresponds too.

2) We'll need a better way to identified objects in multinode topologies. Most distance insertion routines currently use physical indexes, but those are meaningless in multinode systems (and even not always meaningfull in single-node systems because core ids are not always unique).

See also ticket #67 when people don't care about grouping.
",1317798648,1378842540,normal
49,enhancement,,bgoglin,v1.4,closed,fixed,multinode graphical lstopo output,"lstopo currently uses boxes for everything, except when a system object contains multiple Machine objects (it draws a network).

With custom topologies, we can now easily get multiple levels of Groups between Machine and System. And we can also get multiple System levels if we assemble multiple times.

Ideally, this special drawing would even be used as soon as we have objects with cpusets above objects with cpusets.",1319347428,1319405113,normal
50,enhancement,,bgoglin,v1.5,closed,fixed,Instruction Cache,"We currently only detect Data and Unified caches. Some people want Instruction caches as well.

* We can easily detect those and add a cache type attribute. But we we would add a new level to most exiting topologies (L1i above or below L1d).
* We can make the detection depend on a new topology flag, so that the topology does not change much with next release
* We can store both data and instruction sizes in the same object. Unfortunately, AMD Bulldozer has L1i and L1d with different sharing.

We'll have to take this new attribute into account in #41.
",1319349542,1331904024,normal
51,defect,,cbkyeoh,v1.4,closed,fixed,hwloc_topology_clear should set pointers to NULL after free,"This is more a change to make things easier to debug than a bug fix, but I think it would be much better if hwloc_topology_clear set the topology->levels[l] pointers to NULL after freeing them.

The reason for this is the way this function is called. For example, OMPI calls thisvia hwloc_discover and topology_load. Although an error code is returned it is sort of rather unexpected behavior that the function would have freed resources from the hwloc_topology object that was originally passed to topology_load. Given that different errors may occur its not really possible to be sure what may have been freed - short of looking at the source code. 

Setting the pointers to NULL makes it clear that this memory is no longer valid to access and allows the calling code to clean up properly as well as not accidentally referencing memory which may have been overwritten.

Patch is attached.

",1319429626,1356165023,minor
52,defect,,wkosters,v1.3.1,closed,fixed,PCI pulled in on openSuSE 11.4,"I have not been able to get the PCI detection code to build, have built and installed pciutils-3.1.8, ./configure detects 'pci.h' but fails pci_init and pci_lookup_name tests.",1319737391,1356164913,normal
53,enhancement,,bgoglin,Future,new,,hwloc binding gui,"Berkeley likes hwloc but still thinks it is too hard for normal people such as physicists. So they would like a GUI combining lstopo and top to bind processes or threads with your mouse.

Some Bordeaux student worked on this during Spring 2012. They got something interesting with QT. We need to review the details and the IP.",1321557456,1336507166,normal
54,enhancement,,bgoglin,v1.7,closed,fixed,"interoperability with graphics (X, OpenGL, ...)","Stefan Eilemann would like more interoperability with graphics devices than just Cuda devices.

He uses things like 'XOpenDisplay("":0.<gpu>"") with OpenGL and needs a way to find the affinity and/or PCI device corresponding to a X server number and/or X xscreen. The bus ID is known to Xorg and may be in some xorg.conf but it's not easy to retrieve inside hwloc.

His terms:
- port: the X server number or unused (Windows/Mac)
- GL device: The X screen, affinity device (Windows) or CGL renderer ID (OS X)
- Cuda/OpenCL device

Cuda is already OK, but OpenCL seems to have nothing to help us.

https://github.com/Eyescale/Equalizer/issues/57
",1322643169,1362573230,normal
55,defect,jsquyres,binki,v1.3,closed,fixed,hwloc ./configure ignores PKG_CONFIG environment variable,"hwloc maintains a fork of pkg.m4 with everything, including the environment variables it respects, prefixed with HWLOC_. If hwloc needs to do anything special with pkg-config, it should add wrappers around the API exposed by pkg.m4 instead of forking it. Also, if a fork is to be maintained, it should follow the conventions of respecting PKG_CONFIG (and perhaps testing if HWLOC_PKG_CONFIG is set first and then falling back to PKG_CONFIG and then falling back to the behavior of looking up pkg-config).

hwloc should respect PKG_CONFIG so that in build environments where PKG_CONFIG is defined, it will respect that variable definition. hwloc shouldn't be a special case where packagers also need to define HWLOC_PKG_CONFIG.",1323228658,1323371968,normal
56,defect,,sthibaul,v1.3,closed,fixed,xml output depends on locale,"In e.g. the french locale, the xml output uses ',' for decimal point, instead of '.'",1323772126,1327671089,normal
57,defect,,fx,v1.3,closed,fixed,build fails with Solaris cc,"On Solaris 10 with
{{{
# cc -V
cc: Sun C 5.8 Patch 121016-07 2007/10/03
}}}
I needed the following patch, otherwise the compiler barfs on `__inline`
",1323794756,1323797650,normal
58,defect,,fx,v1.3,closed,fixed,visibility-related build failure on Solaris with gcc,"I have gcc-4.3.3 from the CSW repository on Solaris 10.  It's configured to use the native ld, it seems.  The build fails if just configured with `./configure`, as follows (with a load of similar visibility warnings).  If I `configure --disable-visibility` it's happy.

{{{
...
  CC     topology-x86.lo
topology-x86.c: In function 'hwloc_look_x86':
topology-x86.c:543: warning: visibility attribute not supported in this configuration; ignored
  CCLD   libhwloc.la
ld: fatal: relocation error: R_386_GOTOFF: file .libs/topology.o: symbol hwloc_report_os_error: a GOT relative relocation must reference a local symbol
*** Error code 1
The following command caused the error:
echo ""  CCLD  "" libhwloc.la;/bin/bash ../libtool --silent --tag=CC    --mode=link gcc -fvisibility=hidden  -I/usr/include/libxml2 -fvisibility=hidden  -I/usr/include/libxml2    -I/var/tmp/hwloc-1.3/include      -no-undefined  -version-number 4:0:4 -lxml2 -lpthread -lz -lm -lsocket -lnsl    -o libhwloc.la -rpath /usr/local/lib topology.lo traversal.lo distances.lo  topology-synthetic.lo topology-xml.lo bind.lo cpuset.lo  misc.lo  topology-solaris.lo           topology-x86.lo  -lkstat -llgrp
make: Fatal error: Command failed for target `libhwloc.la'
}}}

Sorry I don't have time to investigate the autoconfiscation, but I might be able to sometime later.",1323795564,1327193996,normal
59,defect,,fx,v1.3,closed,fixed,autoconf failures on trunk,"I found this with the 1.4a1r4032, using Solaris cc, but it looks like a general problem.  In addition to the patch in #57, I needed this patch, since the configured variables are 0/1, not undef/defined.",1323796335,1323797900,normal
60,enhancement,,bgoglin,Future,new,,report available memory,"From Daniel Gruber:
> Do you plan to support an easy way to get the use memory
> per NUMA region like ""numactl --hardware"" does on Linux?
> Do you see any way to accomplish that?

Shouldn't be hard on Linux. Already done on Windows :)

Would need a new field in the memory structure (or a topology flag saying that it replaces total memory).
",1324031768,1336507189,normal
61,defect,,bgoglin,,closed,wontfix,process wide membind on Linux,"Daniel Gruber noticed that we cannot membind process-wide on Linux, even for single-threaded process. I don't remember if there's any reason for this.

Looks like this should just reuse the existing code that handles multithreaded processes for cpubind.",1324031954,1356165003,normal
62,defect,,DooMMasteR,,closed,fixed,Wrong cache report on AMD Bulldozer plattforms,"i have an AMD FX-6100 running
it has 2MB of L2-cache per module and 3 modules with 2 cores, that makes 6MB of L2-cache

 http://datatomb.de/~doommaster/topo.png

lstopo seems to report it as 2MB per Core and not per Module

L1 again is a lot bigger than reported, AMD specifies 128kB per core (one 64kB block for data one for instructions)

{{{

  Socket L#0 (P#0)
    L3Cache L#0 (8192KB line=64)
      Core L#0 (P#0)
        L2Cache L#0 (2048KB line=64)
          L1Cache L#0 (16KB line=64)
            PU L#0 (P#0)
        L2Cache L#1 (2048KB line=64)
          L1Cache L#1 (16KB line=64)
            PU L#1 (P#1)
      Core L#1 (P#2)
        L2Cache L#2 (2048KB line=64)
          L1Cache L#2 (16KB line=64)
            PU L#2 (P#2)
        L2Cache L#3 (2048KB line=64)
          L1Cache L#3 (16KB line=64)
            PU L#3 (P#3)
      Core L#2 (P#4)
        L2Cache L#4 (2048KB line=64)
          L1Cache L#4 (16KB line=64)
            PU L#4 (P#4)
        L2Cache L#5 (2048KB line=64)
          L1Cache L#5 (16KB line=64)
            PU L#5 (P#5)

}}}

should instead be


{{{
  Socket L#0 (P#0)
    L3Cache L#0 (8192KB line=64)
      Core L#0 (P#0)
        L2Cache L#0 (2048KB line=64)
          L1Cache L#0 (128KB line=64)
            PU L#0 (P#0)
          L1Cache L#1 (128KB line=64)
            PU L#1 (P#1)
      Core L#1 (P#2)
        L2Cache L#2 (2048KB line=64)
          L1Cache L#2 (128KB line=64)
            PU L#2 (P#2)
          L1Cache L#3 (128KB line=64)
            PU L#3 (P#3)
      Core L#2 (P#4)
        L2Cache L#4 (2048KB line=64)
          L1Cache L#4 (128KB line=64)
            PU L#4 (P#4)
          L1Cache L#5 (128KB line=64)
            PU L#5 (P#5)
}}}

I also made a hwloc-gather-topology tarbal http://datatomb.de/~doommaster/Bulldozer.tar.bz2",1326980476,1331326121,normal
63,defect,,fx,v1.3,closed,fixed,warnings with PGI compiler,"I accidentally configured with the PGI compiler (v. 10.5) by having $CC defined when running configure.

I don't understand the warnings it gave, and guess they're spurious, but here they are in case you understand them and they are useful:

{{{
Making all in src
make[1]: Entering directory `/usr/src/hwloc-1.4.1a1r4268/src'
  CC     topology.lo
PGC-W-0155-No va_start() seen  (topology.c: 30)
PGC/x86-64 Linux 10.5-0: compilation completed with warnings
  CC     distances.lo
PGC-W-0155-No va_start() seen  (distances.c: 30)
PGC/x86-64 Linux 10.5-0: compilation completed with warnings
  CC     topology-xml.lo
PGC-W-0095-Type cast required for this conversion (topology-xml.c: 1133)
PGC-W-0155-No va_start() seen  (topology-xml.c: 38)
PGC/x86-64 Linux 10.5-0: compilation completed with warnings
  CC     topology-libpci.lo
PGC-W-0155-No va_start() seen  (topology-libpci.c: 564)
PGC-W-0155-No va_start() seen  (topology-libpci.c: 30)
PGC/x86-64 Linux 10.5-0: compilation completed with warnings
  CC     topology-linux.lo
PGC-W-0155-No va_start() seen  (topology-linux.c: 30)
PGC/x86-64 Linux 10.5-0: compilation completed with warnings
  CC     topology-x86.lo
PGC-W-0155-No va_start() seen  (topology-x86.c: 30)
PGC/x86-64 Linux 10.5-0: compilation completed with warnings
  CCLD   libhwloc.la
make[1]: Leaving directory `/usr/src/hwloc-1.4.1a1r4268/src'
Making all in include
make[1]: Entering directory `/usr/src/hwloc-1.4.1a1r4268/include'
make[1]: Nothing to be done for `all'.
make[1]: Leaving directory `/usr/src/hwloc-1.4.1a1r4268/include'
Making all in utils
make[1]: Entering directory `/usr/src/hwloc-1.4.1a1r4268/utils'
  CCLD   lstopo
  CCLD   hwloc-assembler
  CC     hwloc-calc.o
PGC-W-0095-Type cast required for this conversion (hwloc-calc.c: 112)
PGC-W-0095-Type cast required for this conversion (hwloc-calc.c: 114)
PGC/x86-64 Linux 10.5-0: compilation completed with warnings
}}}
",1328546659,1328603018,normal
64,enhancement,,bgoglin,v1.3,closed,fixed,pass -qhalt=e to xlc,"xlc fails to detect sched_setaffinity properly because it doesn't return an error code when the number of function parameters is wrong. We detect this behavior at configure since 1.3.2/1.4.1 and emit a configure error saying that -qhalt=e should be passed to xlc, patch taken from this mail:

http://www.open-mpi.org/community/lists/hwloc-devel/2012/02/2777.php

It'd be good to add -qhalt=e automagically. Related mails:

http://www.open-mpi.org/community/lists/hwloc-devel/2012/02/2775.php
http://www.open-mpi.org/community/lists/hwloc-devel/2012/02/2799.php
http://www.open-mpi.org/community/lists/hwloc-devel/2012/02/2801.php

No urge.
",1328697361,1329925289,minor
