id,type,owner,reporter,milestone,status,resolution,summary,description,PosixTime,ModifiedTime,priority
88,defect,jsquyres,jsquyres,v1.1,closed,fixed,Test run timeout code does not appear to always work,"From a run on the Cisco cluster:


{{{
Running command: mpirun --mca btl_tcp_if_include ib0 --hostfile
   /users/jsquyres/svn/mtt/nightly-run-hostfile -np 16 --mca btl   self,openib --prefix   /users/jsquyres/svn/mtt-core/scratch/installs/ompi-nightly-v1.1/ompi_gnu
   /1.1.2rc1/install group/groupfreeTimeout: 160 - 1159835960 (vs. now: 1159835800)
Command complete, exit status: 0
Evaluating: &eq(&test_exit_status(), 0)
Got name: test_exit_status
Got args:_do: $ret = MTT::Values::Functions::test_exit_status()
&test_exit_status returning: 0String now: &eq(0, 0)
Got name: eq
Got args: 0, 0
_do: $ret = MTT::Values::Functions::eq(0, 0)
&eq got: 0 0&eq: returning 1String now: 1
   Test: groupfree, np=16, variant=2: PassedRunning step: after_each_exec
Running command: /tmp/sL8ciumjBb
Timeout: 10 - 1159835815 (vs. now: 1159835805)
Past timeout! 1159835815 < 1159835816
Past timeout! 1159835815 < 1159835819
Past timeout! 1159835815 < 1159835820
Past timeout! 1159835815 < 1159835821
Past timeout! 1159835815 < 1159835822
Past timeout! 1159835815 < 1159835823
Past timeout! 1159835815 < 1159835824
Past timeout! 1159835815 < 1159835825
Past timeout! 1159835815 < 1159835826
...ad nauseam
}}}

Looking at the process table when this happens, there's an orted and an orterun -- no processes.

Other times, timeouts seem to work.  Shrug.",1159850352,1160247229,critical
89,defect,jsquyres,jsquyres,v1.1,closed,fixed,Adjust Intel test max procs to 60,Brian suggests that we move the max np for the intel tests down from 64 to 60 because he thinks that 64 may not run reliably.  So 60 is a good round number below that that should be fine.,1159888639,1159892647,major
90,defect,jsquyres,jsquyres,v1.1,closed,fixed,"IBM tests sometimes appear to be built ok, but don't run","(should have filed a ticket about this a while ago)

The build output all looks normal -- no errors or warnings.  But then the IBM tests don't run.

Josh narrowed down the problem to the fact that somehow he's not getting a ""success=1"" field sent back in the report.  I think that this means that there's no ""success=1"" tag in the meta data XML, and therefore the runs don't occur because $test_build->{success} will be false.

The question is: how is he not getting {success} set to 0 or 1?  This is quite puzzling.  Still investigating...",1159912677,1160247229,critical
91,defect,,emallove,v1.1,closed,fixed,Problem setting max_np in parse_hostlist,"{{{mtt}}} is given two nodes to run on, and it is setting the {{{max_np}}} value to 1, which results in every test getting run with {{{-np 1}}}. {{{mtt}}} outputs the following line in debug mode:

{{{
>> Got default hostlist: burl-ct-v20z-0,burl-ct-v20z-1, max_np: 1
}}}

(see attached ini file)",1159992107,1160481247,major
92,defect,emallove,emallove,v2.0,closed,fixed,Display grand totals in reports for passes/failures,"In either the footer or header of the reports, it would be nice to see grand totals. This would be especially useful for large ""test run"" reports which tend to have numerous rows of 1 pass or 1 fail. (See also #70.)",1159993267,1164513490,major
93,defect,emallove,jsquyres,v1.1,closed,fixed,Remove plain text from MTT mails,"Try removing the plain text from nightly MTT mails -- some mail clients seem to be somewhat schitzophrenic about what to do when there's both HTML and text.  E.g., Entourage displays the whole mail properly, but when forwarding it, it only forwards the plain text mail.  ",1160053699,1160065975,major
94,enhancement,emallove,emallove,Future,new,,Create plain/text version of nightly email,"For users that prefer to keep their mail reader set to ""Plain Text"", put a plain-text version of the HTML report in the text/plain section of the email. (Capturing the output of {{{lynx -dump <url>}}} might do the trick.)",1160147591,1160307883,trivial
95,enhancement,emallove,emallove,Future,new,,"When using --scratch option, find the ini file with a relative path","If one uses the {{{--scratch}}} option, they are then required to provide an absolute path to the ini file because mtt {{{chdir}}}'s into scratch. {{{mtt}}} ought to be able to find the ini file, even if the user supplies a relative path.",1160173602,1160307871,minor
96,defect,emallove,jsquyres,v1.1,closed,fixed,Make nightly report mails show cluster where errors occurred,"In the 4 nightly mails that show errors and warnings from the previous 24 hours, it would be most helpful if the cluster name is shown in the detailed tables that show all the stdout/stderr.  This will make it much easier to figure who exactly is incurring what problem.",1160242012,1160407115,critical
97,defect,emallove,emallove,v1.1,closed,fixed,Report duplicate INI sections,"{{{mtt}}} should gracefully report duplicate INI sections. E.g., if the {{{[Reporter: IU Database]}}} section is accidentally duplicated, {{{mtt}}} dies with the following unhelpful error:

{{{
>> Initializing reporter module: MTTDatabase
   MTTDatabase
Evaluating: require MTT::Reporter::MTTDatabase
   MTTDatabase
*** ERROR: Module aborted during require: MTT::Reporter::MTTDatabase
    MTTDatabase: syntax error at (eval 15) line 4, near ""require
    MTT::Reporter::MTTDatabase
    MTTDatabase
    ""
}}}

In other cases, {{{mtt}}} (via {{{Config::IniFiles}}}) takes one section, and ignores sections similarly named.",1160418341,1162760409,minor
98,enhancement,emallove,emallove,v2.0,closed,fixed,Shorten bookmark URLs,"Query strings should be inserted into the database with unique ids such that the user can supply {{{reporter.php}}} with a short id to bring up past reports (e.g., {{{reporter.php?439}}}). Various URL redirection sites, such as [http://www.tinyurl.com tinyurl], provide a temporary solution to this problem of oversized query strings.",1160494437,1165439555,major
99,defect,jsquyres,emallove,v2.0,closed,fixed,Emit a warning when an mpi_get points to a non-existent section,"A warning should be emitted if an {{{MPI Install}}} contains a non-existent {{{mpi_get}}} parameter.  

''Clarification:''

The string, {{{foo}}}, after the '{{{:}}}' in the following section is what links to the {{{MPI Install}}} section's {{{mpi_get}}} parameter.

{{{
[MPI get: foo]
}}} 

Currently, the {{{--debug}}} output tersely skips over the {{{MPI Install}}} section when no match is found.

{{{
*** MPI install phase starting
>> MPI install [mpi install: foo]
Evaluating: ompi-nightly-trunk
*** MPI install phase complete
}}}

(See ""'''Phase-specific parameter notes'''"" in [wiki:MTTOverview])
",1160575411,1166657961,major
100,defect,emallove,emallove,v1.1,closed,fixed,configure_arguments needs to be a larger type,"{{{configure_arguments}}} was getting maxed out by a reasonably sized string. It should be a {{{text}}}, and not a {{{character varying(256)}}}.",1160685833,1160685998,major
101,enhancement,emallove,emallove,v2.0,closed,fixed,Add a --dry-run option to display what mtt ''would'' do,"Create a {{{--dry-run}}} option, which would allow users and developers to get a speedy run-down of what {{{mtt}}} ''would'' do with a given set of ini parameters and command-line options. {{{--dry-run}}} will instruct {{{mtt}}} to progress through it's would-be run commands as if each command is succeeding, in order to run from beginning to end.",1160752467,1161197298,major
102,defect,,jjhursey,v1.1,closed,fixed,Tarball.pm typo in branch,"The below patch fixes a typo that stops this module from being executed properly.

{{{
Index: lib/MTT/MPI/Get/Tarball.pm
===================================================================
--- lib/MTT/MPI/Get/Tarball.pm  (revision 383)
+++ lib/MTT/MPI/Get/Tarball.pm  (working copy)
@@ -41,7 +41,7 @@
         my $mpi_get = $MTT::MPI::sources->{$mpi_get_key};
         foreach my $version_key (keys(%{$mpi_get})) {
             my $source = $mpi_get->{$version_key};
-            Debug("">> have [$simple_section] version $version_key\n"");
+            Debug("">> have [$section] version $version_key\n"");
 
             if ($source->{module_name} eq ""MTT::MPI::Get::Tarball"" &&
                 basename($source->{module_data}->{tarball}) eq
}}}",1160936200,1161001492,minor
103,task,emallove,emallove,v2.0,closed,fixed,Client needs to fetch/store serial values returned from the server,"In order for the client and server to shake hands with the MTT 2.0 [source:/trunk/server/sql/schemas-v2.sql schema], the mtt client needs to fetch serial values from [source:/trunk/server/php/submit/index.php submit.php], and store them as meta-data in the xml files.  Effectively, the running of each section in the ini file will be assigned a serial (though the test_run serials are not used to link to other phases). Additionally, each invocation of the mtt client will be assigned a serial value for reporting on entire mtt runs.  ",1161113832,1161197298,major
104,defect,emallove,jsquyres,v1.1,closed,fixed,Make mtt_ompi_cleanup.pl work under Solaris properly,"Pak identified that the ""ps"" that we're using in mtt_ompi_cleanup.pl isn't working properly on Solaris.  A little digging around shows that ""pgrep"" is available on both Solaris and Linux (but not OSX).

So it might be good to refactor the mtt_ompi_cleanup.pl script that is written out by OMPI.pm:

 * Look for the pgrep executble.
    * If found, use it to generate a list of orted pid's for the current user.
    * If not found, use the same mechanism to get a list of orted pid's.
 * Run through the list of found orted pid's and compare to my parent orted's PID.  If it's not my parent, kill it.",1161186525,1161783244,major
105,defect,jsquyres,jsquyres,v3.1,closed,wontfix,Add BProc support to MTT client,Add BProc support to MTT client so that functions that &env_max_procs() work properly.,1161186603,1199807938,major
106,defect,emallove,emallove,v2.0,closed,fixed,Add display preference(s) to ini file,Add a {{{textwrap}}} preference (for text wrapping the mtt client's output) to the {{{[MTT]}}} section in the ini file.,1161197224,1161197298,major
107,defect,emallove,emallove,v2.0,closed,fixed,Using --no-execute causes duplicate HTTP submissions,"When using --no-execute (#101), HTTP POSTs get doubled. The below shows the server's access log for a single MPI install submission.

{{{
192.18.128.5 - sun [23/Oct/2006:16:13:14 -0400] ""POST /submit/index.php HTTP/1.1"" 200 355 ""-"" ""MPI Test MTTDatabase Reporter""
192.18.128.5 - sun [23/Oct/2006:16:13:14 -0400] ""POST /submit/index.php HTTP/1.1"" 200 355 ""-"" ""MPI Test MTTDatabase Reporter""
192.18.128.5 - sun [23/Oct/2006:16:13:15 -0400] ""POST /submit/index.php HTTP/1.1"" 200 8660 ""-"" ""MPI Test MTTDatabase Reporter""
192.18.128.5 - sun [23/Oct/2006:16:13:15 -0400] ""POST /submit/index.php HTTP/1.1"" 200 8390 ""-"" ""MPI Test MTTDatabase Reporter""
192.18.128.5 - - [23/Oct/2006:16:13:17 -0400] ""POST /submit/index.php HTTP/1.1"" 401 467 ""-"" ""libwww-perl/5.803""
192.18.128.5 - - [23/Oct/2006:16:13:17 -0400] ""POST /submit/index.php HTTP/1.1"" 401 467 ""-"" ""libwww-perl/5.803""
192.18.128.5 - sun [23/Oct/2006:16:13:17 -0400] ""POST /submit/index.php HTTP/1.1"" 200 6975 ""-"" ""libwww-perl/5.803""
192.18.128.5 - sun [23/Oct/2006:16:13:17 -0400] ""POST /submit/index.php HTTP/1.1"" 200 6975 ""-"" ""libwww-perl/5.803""
}}}",1161641064,1161877065,minor
108,defect,emallove,emallove,v2.0,closed,fixed,Reconcile new database field names with field names the MTT client is submitting.,Summary says it all.,1161717342,1162248800,major
109,defect,emallove,emallove,v2.0,closed,fixed,Trivial.pm needs cflags/fflags like Intel_OMPI_tests.pm,n/a,1161798766,1161877660,major
110,enhancement,emallove,jsquyres,v2.0,closed,fixed,"Add ""bitness"" field to MPI install section","Add new &get_bitness() functlet that is evaluated at the very end of Install.pm.  It will try several ways to get the bitness of the MPI build:

 * mpicc a simple program that prints out the sizeof(void*)
 * Look at ""configure flags"" (or whatever) to try to snarf the underlying C compiler name and try to compile a simple program that prints out the sizeof(void*)
 * Look at ""file libmpi.so"" and/or ""flie libmpi.a"" output.
 * Look at ""uname"" output (only somewhat reliable -- doesn't imply a compiler mode)
 * ...anything else we can come up with

&get_bitness() can change and be added to over time.",1161871834,1169653795,major
111,defect,,jsquyres,v3.1,closed,fixed,Most fields in MPI Install are OMPI-specific,"Most of the fields in the MPI install phase are really specific to the OMPI module, so they should be renamed with an ""ompi_"" prefix, and we should snip out the processing of those fields in MPI/Install.pm.",1161875606,1176906285,minor
112,defect,jsquyres,jsquyres,v2.0,closed,fixed,Split Test Run into Specify and RunEngine,"The current Test/Run.pm is really a combination of two things:

 1. Calling the back-end modules to specify what tests to run and some of their characteristics (E.g., what constitutes the test ""passing"", etc.)
 1. The engine to actually run all the tests and generate output reports

In order to handle performance testing, analysis, and reporting, we need [finally] to split Run.pm into two parts:

 1. Test/Specify.pm (and move all Test/Run/*.pm to Test/Specify/*.pm)
 1. Test/RunEngine.pm

And then adjust the ini file as appropriate.

More will come after this (splitting more out of RunEngine.pm to Test/Analyze.pm -- but that'll be a different ticket).",1161875760,1162125032,critical
113,defect,emallove,jsquyres,v2.0,closed,fixed,Create new test analyze framework and set of plugins,"Create a new ""test analyze"" framework that will be invoked from Test/RunEngine.pm (per #112) that will analyze the results of a given test execution.  An obvious place to put this will be Test/Analyze.pm, and have its plugins be under Test/Analyze/*.pm.  Two obvious plugins that come to mind are:

 1. Test/Analyze/Correctness.pm: for correctness tests, simple things that currently look at the ""pass"" criteria from the .ini file
 1. Test/Analyze/LatBwPerformance.pm: for latency/bandwidth performance tests, with custom plugins to parse the output from different latency/bandwidth tests to generate reports, such as:
    * Test/Analyze/LatBwPerformance/NetPipe.pm: knows how to parse NetPipe output to put the data in the format that the MTT Database report expects and can transmit to the back-end database
    * Test/Analyze/LatBwPerformance/IMB.pm: knows how to parse IMB output to put the data in the format that the MTT Database report expects and can transmit to the back-end database

There will probably be more LatBwPerformance modules added over time (as we add more performance tests to the MTT suite).",1161876175,1164513595,major
114,defect,emallove,emallove,v1.1,closed,fixed,Add support for onesided testsuite,"Add Sun's onesided testsuite to {{{ompi-tests}}}, and create onesided ""Test Build"" and ""Test Run"" ini sections.",1161877861,1162408479,major
115,enhancement,emallove,emallove,v2.1,closed,worksforme,Incorporate IU's print-results.pl into a new Reporter that can be sent to stdout or e-mail,"Josh's {{{print-results.pl}}} script should be modified to grab results from internal MTT data structures, and added to {{{lib/MTT/Reporter}}}. Keep the spiffy output formatting :) (This plugin will be especially useful when support is added for [ticket:9 developer mpi workspaces].)",1161878304,1178729409,critical
116,defect,emallove,emallove,v2.0,closed,fixed,Revamp reporter.php (aka mtt/index.php)," * Gut existing ""by-run"" reporting method. (It is now handled with {{{client_serial}}} in the new schema)
 * Adjust {{{SELECT}}} statements to join all tables correctly
 * {{{[i]}}} links can now display info for earlier phases (e.g., a Test Run result now links to an MPI Install)
 * Revamp user interface to better reflect new schema. E.g., provide selections from the following menus (that each map to a database table):
{{{
    cluster 
    submit 
    mpi_get 
    compiler 
    mpi_install 
    test_build 
    test_run 
    results
}}}

(See also #55)",1161878720,1166139314,major
117,enhancement,emallove,emallove,v2.0,closed,fixed,Display performance data using reporter.php,Display graphical and tabular performance data using [source:/trunk/server/php/index.php reporter.php],1161879093,1166138395,major
118,task,emallove,emallove,v3.1,new,,Slim down result submissions to the bare essentials,"Though the client and server are adequately communicating with the [source:/trunk/server/sql/schemas-v2.sql new schema], there is still excess data getting sent to the server. E.g., {{{cluster}}} fields such as {{{os_name}}} and {{{platform_hardware}}} need only be sent over for an {{{MPI Install}}}. For a {{{Test Build}}}, all information pertaining to the {{{Test Build}}}'s corresponding {{{MPI Install}}} is encapsulated in the {{{mpi_install_id}}} field (which is sent to the server for each {{{Test Build}}}).

(See #55 ''Revamp the postgres schema'')",1161977285,1170286417,major
119,task,emallove,emallove,Future,closed,fixed,Make long nested hash entries more readable,"This ticket might fall into the category of nitpicky. The following two perl statements are identical in meaning.

{{{
#!perl
$h->{a}->{b}->{c}->{d} = 1;

%$h = ('a' => 
      {'b' =>
      {'c' =>
      {'d' => 1}}});
}}}

In the case of something like the following (from [source:/trunk/lib/MTT/Test/Run.pm]), it seems the multi-line syntax is preferable for readability.

{{{
#!perl
my $test_build_id = $MTT::Test::builds->{$mpi_details->{mpi_get_simple_section_name}}->{$mpi_details->{version}}->{$mpi_details->{mpi_install_simple_section_name}}->{$run->{test_build_simple_section_name}}->{test_build_id};
}}}",1161984623,1185222140,trivial
120,enhancement,,emallove,Future,closed,duplicate,Add support for parallelism,Give MTT the ability to do more than one thing simultaneously.,1162325983,1167956854,major
121,enhancement,,emallove,v3.1,new,,Make MTT client meta data backing store multi-reader/writer safe,"Multiple MTT clients should be able to run out of the same scratch directory without overwriting each other's XML meta-data (mpi_installs.xml, test_builds.xml, and test_builds.xml).",1162326349,1189537408,major
122,defect,emallove,emallove,Future,new,,Create a script to send alerts on coverage lapses,A nightly ''mining'' script should send alerts when something has not been tested in a while.,1162326649,1162326649,major
123,enhancement,emallove,emallove,v3.0,closed,wontfix,Create more quick queries,"Create more links similar to [source:/trunk/server/php/summary.php] (e.g., per institution).",1162326806,1186682348,major
124,defect,emallove,jsquyres,v2.0,closed,fixed,"Make NetPIPE ""make_sun"" makefile","Analogous to what Ethan did for IMB, make a ""make_sun"" file for NetPIPE so that MTT can compile NetPIPE on Sun platforms.",1162393790,1162401645,major
125,defect,emallove,emallove,v1.1,closed,fixed,Unable to link MPI Details sections with MPI Install sections,"This was a typo. In [source:/trunk/lib/MTT/Test/Run.pm], {{{$mpi_install->{mpi_name}}}} should be {{{$mpi_install->{simple_section_name}}}}.",1162410443,1162760409,major
126,enhancement,,jsquyres,v3.1,new,,"Create some kind of ""push"" system to let MTT start as soon as the nightly tarballs are made","Talking with IU a bit, it seems desirable to be able to make some kind of ""push"" system that would allow starting MTT very shortly after the nightly tarballs are made (rather than checking for a new tarball at some arbitrary point in the middle of the night).

This may involve two parts:

 * The IU server publishing its current status -- more than just the latest snapshot available (which is what is currently available).  Perhaps the server can advertise the next time it plans to try to make a tarball, that it's currently trying to make a tarball, etc.  This is not really an MTT issue, but is worth noting here for the interaction described below (i.e., the MTT client will need to interact with this published status from the IU server).
 * The OMPI MPI Get module can check this status, and perhaps upon trigger from an INI file field, loop over checking for a new tarball, waiting for that tarball.  Specifically:
    * The MTT client could be put into an ""infinite"" mode -- after a successful ""MPI Get"" phase, it would do all the rest of the phases.
    * But then instead of quitting, the client would then loop around and block in MPI Get waiting for the next tarball
    * Based on information published by the IU server, it could know when to start pinging and asking for a new tarball, and it could sleep until then.  
    * At the designated time, the MTT client can wake up and ask the server if it's got a new tarball yet.  The server will have published ""I'm making a new tarball now... please wait..."" so the MTT client can check every 5 minutes or so.
    * Once a new tarball has been made, the server changes its status to reflect the new tarball.  The MTT client will see this, download the tarball, and go through its entire sequence (eventually ending up in MPI Get again, blocking waiting for the ''next'' tarball).
    * If a new tarball is not made (e.g., an error, or there were no changes to SVN that warranted making a new tarball), the IU server just changes its status to reflect when the next attempt at making a tarball would be.  The MTT client will see that no new tarball was issued, and will go back to sleep until the next time that the IU server has advertised that it will make a new tarball.
  * This can all happen on a per-series basis (e.g., the IU server can individually publish its status for the 1.0, 1.1, 1.2, and trunk tarballs).",1162420204,1189537416,major
127,enhancement,,emallove,Future,new,,Provide option to run MTT in suite by suite mode (versus phase by phase),"This harkens back to some discussions of being able to see the available
results of an incomplete MTT run. Currently, for any given INI file, MTT will
do:

 1. Every MPI Install
 1. Every Test Build
 1. Every Test Run

Sometimes it would be preferable for MTT to do, e.g.,

 1. Every MPI Install
 1. Test Build and Test Run for the Intel tests
 1. Test Build and Test Run for IMB tests
 1. etc.

How about this?

  {{{--order [phase|suite]}}} (Default to the usual {{{phase}}}.)

''Note: a work around is to have separate INI files for each of the above stages,
e.g.,''

  {{{mtt --file ""installs.ini intel.ini imb.ini ...""}}}

''So that mtt will run all the available phases listed in each INI file. The above command will have a different order of execution than the following, which executes the concatenation of all the INI files as if it were an individual INI file:''

  {{{cat installs.ini intel.ini imb.ini | mtt -}}}",1162569942,1162569942,minor
128,enhancement,emallove,jsquyres,v2.0,closed,fixed,"Make ""--im-just-testing"" kind of flag for MTT client","It would be useful to have a ""I'm just testing; these results may be bogus"" kind of option to the MTT client.  This option would submit results to the MTT database, but with a special flag such that they won't be included in normal nightly reports.  Additionally, these results could be deleted after a week or so.

The intent is to give MTT users a way to test new setups without affecting the ""real"" nightly reports.",1162574231,1167779371,major
129,enhancement,emallove,emallove,Future,new,,"Create a new test result ""in progress""","It could be useful to see in the reports that there are tests ''in progress''. While MTT is doing it's initial ping of the MTT database, it could at the same time tell the database what it is about to run. This would amount to all the data it would normally send for a completed test, minus the results. In place of the results would just be the ''in progress'' status.",1162574335,1162574455,minor
130,defect,,emallove,Future,new,,"In the reports, provide access to file contents",{{{after_each_exec}}} scripts are created by {{{File::Temp::tempfile()}}} so they are all similarly named and opaque when they are referenced in the reports. It would be nice to have a way of accessing their contents. Likewise for {{{config.log}}} files.,1162995191,1162995191,major
131,task,emallove,emallove,v3.1,new,,Create variables that map the client's field names to the MTTDatabase field names,"It shouldn't ''hurt'' to rename a column. There should be a single location to change client field names that map to database field names (e.g., {{{lib/MTT/Mappings.pm}}}?). Sample {{{Mappings.pm}}} excerpt:

{{{
#!perl
...
our $db_platform_name        = ""platform_name"";
our $db_platform_type        = ""platform_type"";
our $db_result_stderr        = ""result_stderr"";
our $db_result_stdout        = ""result_stdout"";
our $db_results_id           = ""results_id"";
our $db_start_timestamp      = ""start_timestamp"";
our $db_stop_timestamp       = ""stop_timestamp"";
...
}}}

This entails substituting a plethora of {{{{name}}}} items to be {{{{$db_name}}}}, but in the long run would make changing a column name in the database much more painless.",1163002843,1189537539,trivial
132,defect,emallove,jsquyres,v1.1,closed,fixed,Print BIG WARNING in client if MTTDatabase fails to submit properly,"Add some intelligence in submit.php so that it knows when an insert into the database has failed.

Somehow convey back to the client that one or more inserts has failed so that the client can print out a '''BIG HAIRY WARNING''' that the results did not get successfully insertted.  When this happens, automatically drop a database debug file containing all the data (so that it isn't lost) and include its filename in the '''BIG HAIRY WARNING.'''  This file can then be analyzed later for a post mortem, etc.  Be sure that this file is ''always'' dropped when there's a database insert error, regardless of what the INI file setting is for dropping database debug files.

Bonus points will be awarded if submit.php can communicate back to the client ''which'' results failed to submit, but that's not a huge deal (we'll be able to do this better in 2.0).

The '''BIG HAIRY WARNING''' should probably be output by the client both when it happens and at the very end of the run so that if all you see in the morning is the end of the MTT run on the screen, the warning is there and the user don't have to search through the output just to know if their data submitted properly or not.

The should be done on the trunk and the release branch; the code will likely be at least slightly different between the two, but quite similar.",1163199823,1163525726,blocker
133,defect,emallove,jsquyres,v3.1,new,,Make submits into database be atomic,"Building on ticket #132...

We should be able to do something more intelligent than #132 for ver 2.0.  For example, we might be able to make the insert into the database be atomic (Ethan suggests that the ""COPY"" SQL semantics for bulk submit may be useful).  That way, we know that everything that is in the database debug file dropped on the client is not in the database (as opposed to some made it, some didn't).",1163200008,1189537086,major
134,defect,emallove,jsquyres,v1.1,closed,fixed,Make v1.0 command line schema db fields longer,"We discovered today that Cisco's command lines are absurdly long and can cause failures upon insertion into the database.

Increase the fields such that the 3 attached MTTDatabase debug files are able to be submitted properly.",1163205020,1163256909,blocker
135,defect,emallove,jsquyres,v2.0,closed,fixed,Remove outdated references to perfbase_xml and friends,"There's a bunch of references in the client code to perfbase_xml, which is no longer necessary.

They should all be stripped out.",1163220016,1165422197,minor
136,defect,emallove,emallove,v1.1,closed,fixed,Fix the run_index race condition in mtt database,"command/mpi_version mismatches have been reported, which may be caused by the run_index race condition (currently only addressed in [milestone:v2.0 MTT 2.0]). Adding a run_index_seq {{{SEQUENCE}}} to the mtt database, and incrementing {{{once.run_index}}} using {{{nextval('run_index_seq')}}} will eliminate the existing race condition.",1163443399,1163516883,major
137,defect,jsquyres,emallove,v3.1,closed,fixed,"exit_status is not getting submitted for ""MPI Install"" and ""Test Build"" phases","exit_status is not getting submitted for ""MPI Install"" and ""Test Build"" phases.",1163448824,1164062895,minor
138,enhancement,emallove,emallove,v2.0,closed,fixed,Incorporate wifexited/wifsignaled into server-side,Incorporate wifexited/wifsignaled/wtermsig data into the [source:/trunk/server/sql/schemas-v2.sql schema] and [source:/trunk/lib/MTT/Reporter/MTTDatabase.pm MTTDatabase.pm] (see [changeset:446] and [changeset:447]).,1164064708,1165448884,major
139,defect,emallove,jsquyres,v2.0,closed,fixed,DB schema improvements,"Per discussion with IU, make a few changes to the v2 schema:

 * Add an endian field to the cluster table
 * Should the ""submit"" table have a field referring to the cluster table?  (because ""hostname"" is not sufficient for those running on scheduled clusters)
 * Should we normalize on the compiler names -- not to save space, but rather to ensure that we have meaningful, standardized names?
 * Mark most integer values that refer to other tables as ""foreign keys"" so that the db will a) have hints that we'll be using those values to JOIN to other tables, and b) be able to do a sanity check that the corresponding index in the other table actually does exist
 * ""bitness"" in the mpi_install table refers to the bitness of the MPI; it also needs a ""both"" value (e.g., for Sun and OSX binary packaged)
 * Need a ""bitness"" field in the test_build table referring to the bitness of the built tests.  We need to add a test down in the client to figure out what the bitness is (e.g., mpicc a trivial program that printf's sizeof(void*)).
 * In results table, drop ""stop_timestamp"" since it can be calculated by (start_timestamp + duration) -- there doesn't seem to be a reason to have the value pre-calculated in the database
 * In the results table, we currently have a field for ""exit_status"".  Need to change this to 3 different values, 2 of which may be combined if it makes the implementation easier:
   * boolean indicating if the process exited or terminated due to signal
   * if the process exited, the exit status
   * if the process terminated due to signal, the signal number
 * In the results table, remove phase / phase_id and move them into a secondary table per Josh's description so that the work of figuring out which table(s) to join to can be done by the database rather than doing a query on ""results"" and then a second JOIN'ed query to get the actual data from the other table(s).",1164112432,1166200193,major
140,defect,emallove,jsquyres,v3.1,new,,Remove arrays from latency_bandwidth table,"Remove the arrays from the latency_bandwidth table and instead have a key that creates a set of data for (for example) a single netpipe run.  Per similar logic to #139, this allows the database to do all the parsing for complex queries rather than our code.  This may be a future action item because it is not critical.  For example, it enables two kinds of searches:

 * Show the results for a single run of netpipe
 * Show the results of 4k messages from netpipe over the last week

The latter is only possible in the current schema by our code getting the data over the last week and then manually parsing out the information about 4k messages.  By removing the arrays, we can have the database do this work for us.

This is not a huge deal, but it would be nice.  Marking this as v3.0 simply because it's already coded up with arrays for v2.0 and it seems to be working.  If we later determine that this is a big feature that we need to have, we might move it down to v2.0.",1164112629,1164112629,major
141,defect,emallove,jsquyres,v1.1,closed,fixed,Nightly test run results mail has lots of extra space at the end,"The nightly test run results mail has lots of extra blank lines at the end, making it difficult to scroll to the bottom to click on the web link.

Time permitting, this little annoyance would be nice to fix -- but not a super high priority.",1164122826,1166658189,minor
142,defect,,emallove,v3.1,new,,Two selection popups not working in Internet Explorer,The {{{date_range}}} and {{{mpi_version}}} popup links do not spawn new browser windows in Internet Explorer (see [source:/trunk/server/php/screen.inc screen.inc]).,1164215618,1189537531,trivial
143,defect,jsquyres,emallove,v2.0,closed,worksforme,"Add a test_executable column, and create a Test/Specify/IMB.pm plugin","Since the IMB Performance tests (fka Pallas) are somewhat of a testing framework in and of themselves, a single {{{test_name}}} column does not suffice for breaking down the performance results of this test suite. ''Note the ''{{{argv}}}'' parameter in the ''{{{Test run: imb performance}}}'' section of
[source:/trunk/samples/ompi-core-template.ini the template]:''

{{{
[Test run: imb performance]
test_build = imb performance
pass = &eq(&test_exit_status(), 0)
timeout = 5
save_stdout_on_pass = 1
stdout_save_lines = 999999
merge_stdout_stderr = 1

argv = -npmin &test_np() &enumerate(""PingPong"", ""PingPing"", ""Sendrecv"", ""Exchange"", ""Allreduce"", ""Reduce"", ""Reduce_scatter"", ""Allgather"", ""Allgatherv"", ""Alltoall"", ""Bcast"", ""Barrier"") 

specify_module = Simple
analyze_module = IMB
simple_pass:tests = PMB-MPI1
}}}

A {{{test_executable}}} column in the [source:/trunk/server/sql/schemas-v2.sql the schema], coupled with an [source:/trunk/lib/MTT/Test/Specify/IMB.pm IMB.pm] plugin is needed. (For backcompatibility, a blank {{{test_executable}}} field means that the {{{test_name}}} and {{{test_executable}}} are identical.)",1164823849,1165265268,major
